,sample_id,ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label
1489,TGG_1234,sas,-0.0122467,-0.00804674,-0.0377269,-0.0191335,-0.0178849,-0.00354382,-0.00871776,0.00930527,-0.00253522,-0.015048,Known
1490,TGG_1235,sas,-0.0121244,-0.00926249,-0.0384381,-0.0216946,-0.0190502,-0.0122687,0.000878188,0.000127686,0.0015441,0.00315333,Known
1491,TGG_1236,sas,-0.0123672,-0.00586138,-0.0341072,-0.0149635,-0.0126887,-0.011089,0.001885,-0.00144346,0.0027932,0.00884203,Known
1492,TGG_1237,sas,-0.0126799,-0.0037976,-0.0340397,-0.0160004,-0.00845347,-0.00970848,0.00271833,-0.00278646,-0.000986937,0.00587928,Known
1493,TGG_1238,sas,-0.0125249,-0.00430182,-0.0352987,-0.0166134,-0.015428,-5.6166e-05,-0.00328557,0.00856816,-0.000160159,-0.0105249,Known
1494,TGG_1239,sas,-0.0121528,-0.00432438,-0.0367495,-0.0186401,-0.0173077,-0.00116775,-0.00775551,0.00984948,-0.00194757,-0.00872551,Known
1495,TGG_1241,sas,-0.0122547,-0.00626321,-0.0354193,-0.0180285,-0.0121288,-0.0101361,0.00413511,-0.00378249,0.00111162,0.00885059,Known
1496,TGG_1243,sas,-0.0126529,-0.004056,-0.0349094,-0.016118,-0.0130493,-0.000520454,-0.00558859,0.00624963,-0.00166029,-0.0119022,Known
1497,TGG_1244,sas,-0.0126744,-0.00459367,-0.0365715,-0.0190658,-0.0130279,-0.0121743,0.00167043,-0.000713191,0.000598619,0.00562807,Known
1498,TGG_1245,sas,-0.0123457,-0.004347,-0.035826,-0.0159603,-0.0150308,-0.00112897,-0.00636359,0.00711559,0.00122617,-0.0133786,Known
1499,TGG_1246,sas,-0.0121963,-0.00838676,-0.0344015,-0.0143222,-0.0158211,-0.0129552,0.0023945,-0.002429,0.00326554,0.00539789,Known
1500,TGG_1247,sas,-0.0128063,-0.00529169,-0.0344208,-0.0167712,-0.0124215,-0.000800534,-0.00676913,0.00988186,0.000776974,-0.0151972,Known
1501,TGG_1249,sas,-0.0122528,-0.00265815,-0.034472,-0.0155208,-0.0124885,0.00059291,-0.00807618,0.0106467,-1.45112e-05,-0.0153228,Known
1502,TGG_1251,sas,-0.0118924,-0.0037467,-0.037681,-0.0162869,-0.0168245,-0.0122459,0.00169334,-0.00339049,0.00223858,0.00581004,Known
1503,TGG_1253,sas,-0.0125339,-0.00384391,-0.0350441,-0.0151477,-0.0112364,-0.00916587,0.00497974,-0.00255768,0.00050317,0.00371856,Known
1504,TGG_1254,sas,-0.011852,-0.00471172,-0.0349208,-0.016243,-0.0135601,-0.0109994,0.00247459,-0.00449297,-0.000377662,0.00625762,Known
1505,TGG_1255,sas,-0.0122427,-0.00564341,-0.0416712,-0.0214142,-0.0257302,-0.00508396,-0.00472732,0.0140315,-0.00179534,-0.0110731,Known
1506,TGG_1257,sas,-0.0116778,-0.00849802,-0.0397548,-0.0198542,-0.0195303,-0.0068292,-0.00767361,0.00821548,-0.00342368,-0.0135982,Known
1507,TGG_1260,sas,-0.0117329,-0.00793891,-0.0391306,-0.0217308,-0.0204534,-0.0122964,0.00307937,-0.00123024,-0.000835151,0.00563302,Known
1508,TGG_1261,sas,-0.0117781,-0.00750962,-0.0392529,-0.0212927,-0.0170102,-0.0135147,0.00124821,-0.00273682,0.00266242,0.00747239,Known
1509,TGG_1262,sas,-0.0121579,-0.00748191,-0.0385443,-0.0195323,-0.0179857,-0.0134866,0.000347235,-0.00220111,0.00160487,0.00985175,Known
1510,TGG_1263,sas,-0.0115961,-0.00763514,-0.0382447,-0.019385,-0.0191994,-0.00429082,-0.00818986,0.00992674,-0.000268219,-0.0136926,Known
1511,TGG_1264,sas,-0.0114585,-0.00627909,-0.0376423,-0.0200572,-0.0165347,-0.010653,0.00329355,-0.00392313,-0.00423613,0.00299948,Known
1512,TGG_1267,sas,-0.0119195,-0.00880704,-0.0383666,-0.0176441,-0.0200394,-0.0127609,0.000227805,-0.000705309,-0.00418198,0.0031437,Known
1513,TGG_1270,sas,-0.0118919,-0.00815634,-0.0389628,-0.0209193,-0.0190765,-0.00706851,-0.0086674,0.00952436,-0.00561514,-0.0124471,Known
1514,TGG_1271,sas,-0.0118355,-0.00887467,-0.0354421,-0.0188471,-0.0167836,-0.000584346,-0.00489159,0.00909296,-0.000828163,-0.0100423,Known
1515,TGG_1272,sas,-0.0116463,-0.00974567,-0.0379684,-0.0195502,-0.0197082,-0.0110222,0.0021139,-0.00509781,-0.00133259,0.00376579,Known
1516,TGG_1273,sas,-0.0118423,-0.00906175,-0.0379616,-0.0237259,-0.0208378,-0.000782499,-0.0063936,0.00527921,-0.000599421,-0.00912241,Known
1517,TGG_1274,sas,-0.0121824,-0.00943737,-0.0368737,-0.0219704,-0.01992,-0.00023724,-0.00655645,0.00878929,-0.00165651,-0.0094751,Known
1518,TGG_1275,sas,-0.0116614,-0.00838548,-0.0388345,-0.0209848,-0.0230119,-0.00527918,-0.00601711,0.0149658,-0.00295895,-0.0100348,Known
1519,TGG_1277,sas,-0.0118754,-0.00709586,-0.0404451,-0.02201,-0.0194812,-0.0145718,0.00207633,-0.00312724,0.00100704,0.00877545,Known
1520,TGG_1278,sas,-0.011946,-0.00851419,-0.0370173,-0.0194707,-0.0168557,-0.0113085,0.00291996,-0.00370535,-0.000264786,0.00297853,Known
1521,TGG_1281,sas,-0.0119425,-0.00972687,-0.0393242,-0.0207061,-0.0192186,-0.00723507,-0.00617841,0.00754368,-0.00343448,-0.012175,Known
1522,TGG_1282,sas,-0.0125819,-0.00751498,-0.0398142,-0.0214377,-0.017577,-0.00806,-0.0106289,0.0083382,-0.00130771,-0.0100432,Known
1523,TGG_1283,sas,-0.0124116,-0.00823818,-0.0365119,-0.0221733,-0.0175056,-0.000277833,-0.00639082,0.00945381,0.000196519,-0.0119498,Known
1524,TGG_1284,sas,-0.0129641,-0.011015,-0.031476,-0.015257,-0.0111929,-0.00239555,-0.00741941,0.0087773,-0.00130338,-0.0117659,Known
1525,TGG_1287,sas,-0.0123152,-0.00870509,-0.0385231,-0.0215389,-0.0184004,-0.0123079,0.00602752,-0.00234272,-0.000936572,0.0093518,Known
1526,TGG_1288,sas,-0.012066,-0.00803807,-0.0422684,-0.0257383,-0.0233269,-0.00250291,-0.00502053,0.0151376,0.000976785,-0.0100845,Known
1527,TGG_1289,sas,-0.012032,-0.0104635,-0.0371025,-0.0206762,-0.0209984,-0.00123561,-0.00478825,0.00659251,0.000925098,-0.00876262,Known
1528,TGG_1291,sas,-0.0123102,-0.00971786,-0.035637,-0.0178075,-0.0159933,-0.0115825,0.00504239,-0.00135345,0.000698653,0.00667632,Known
1529,TGG_1292,sas,-0.0115029,-0.00961715,-0.0397525,-0.0209179,-0.0222649,-0.0141219,0.00370102,-0.00319924,-0.0022503,0.00698525,Known
1530,TGG_1293,sas,-0.0121893,-0.00752653,-0.0432969,-0.0238156,-0.0233782,-0.0100077,-0.00724011,0.00956406,-0.00428374,-0.010601,Known
1531,TGG_1294,sas,-0.0121394,-0.00752456,-0.0444535,-0.0231481,-0.024784,-0.0154883,0.00137734,0.000324033,0.000187325,0.00572618,Known
1532,TGG_1295,sas,-0.0118487,-0.00766592,-0.0443345,-0.0258665,-0.0297368,-0.00682982,-0.00929939,0.0132736,0.000998393,-0.00778134,Known
1533,TGG_1296,sas,-0.0124064,-0.00696653,-0.0391198,-0.0194334,-0.0201361,-0.0111881,0.00248566,-0.00150543,0.00338868,0.00492459,Known
1534,TGG_1297,sas,-0.0119451,-0.00747458,-0.0388783,-0.0230885,-0.0179014,-0.0135995,0.00396358,-0.000635692,-0.000632799,0.00737009,Known
1535,TGG_1298,sas,-0.0119387,-0.00807793,-0.0394638,-0.0225479,-0.0172743,-0.0141698,0.00283403,-0.00398902,0.00082428,0.00643848,Known
1536,TGG_1299,sas,-0.0120008,-0.00884164,-0.037713,-0.0222932,-0.0179292,-0.0100827,0.00149218,-0.00270415,3.14024e-05,0.00479492,Known
1537,TGG_1300,sas,-0.0121254,-0.00711901,-0.0383642,-0.021264,-0.0158046,-0.00705537,-0.00693432,0.00404713,-0.000802485,-0.0106613,Known
1538,TGG_1302,sas,-0.0117991,-0.00799842,-0.0383663,-0.0190411,-0.019162,-0.0133229,0.00322947,-0.0026079,-0.00247167,0.0067613,Known
1539,TGG_1303,sas,-0.0122276,-0.00718236,-0.0386289,-0.0208319,-0.0171285,-0.00595743,-0.00632609,0.00549894,-0.00290122,-0.0124277,Known
1540,TGG_1306,sas,-0.0119286,-0.0086499,-0.0428822,-0.023076,-0.0248927,-0.0151085,0.00256452,-0.000738417,0.00160834,0.00684121,Known
1541,TGG_1309,sas,-0.0122177,-0.0121193,-0.0346022,-0.0170381,-0.0171074,-0.00352805,-0.00584733,0.00571291,0.000412673,-0.0117048,Known
1542,TGG_1312,sas,-0.0121513,-0.00878186,-0.0414728,-0.023341,-0.0223229,-0.00745416,-0.00869146,0.00772188,-0.00406538,-0.0112976,Known
1543,TGG_1314,sas,-0.0115279,-0.0102188,-0.0389013,-0.0212683,-0.0226988,-0.0140193,0.00280973,-0.00341154,-0.000811106,0.00610889,Known
1544,TGG_1315,sas,-0.0117263,-0.0103367,-0.0401284,-0.0227017,-0.0194525,-0.013599,0.00299603,0.000902191,0.000754418,0.00597107,Known
1545,TGG_1317,sas,-0.0129921,-0.0056247,-0.0326873,-0.0132826,-0.00907428,-0.00237276,-0.00641987,0.00837806,0.000471482,-0.0114782,Known
1546,TGG_1319,sas,-0.0129238,-0.000493665,-0.0346453,-0.0146047,-0.00865985,-0.00330286,-0.00644125,0.0061,-0.00206603,-0.0112193,Known
1547,TGG_1320,sas,-0.0129022,-0.00421459,-0.0355639,-0.0154765,-0.0138562,-0.0017973,-0.00757079,0.00480648,-0.000803723,-0.0126128,Known
1548,TGG_1322,sas,-0.0123724,-0.00310199,-0.0354222,-0.016693,-0.0129182,-0.00993946,0.00294705,-0.00472004,0.00113758,0.00478165,Known
1549,TGG_1323,sas,-0.0128944,-0.00499018,-0.0366886,-0.0179929,-0.0140208,-0.00386773,-0.00545477,0.00725243,0.000778661,-0.0110518,Known
1550,TGG_1324,sas,-0.0123587,-0.00400441,-0.0372985,-0.0175079,-0.0170172,-0.0031186,-0.00723243,0.00956701,-0.00264816,-0.0104731,Known
1551,TGG_1326,sas,-0.0125003,-0.00556848,-0.031728,-0.0157923,-0.00791211,-0.00148367,-0.0075624,0.00496459,-0.00101105,-0.0134238,Known
1552,TGG_1327,sas,-0.0126312,-0.00398839,-0.0332362,-0.0133625,-0.0109421,-0.0102491,0.0013098,-0.00611771,0.00326701,0.00833754,Known
1553,TGG_1329,sas,-0.012804,-0.00289436,-0.0288534,-0.0180779,-0.0215299,0.00832082,-0.000505876,0.00989821,0.00925846,0.0112135,Known
1554,TGG_1330,sas,-0.0127099,-0.00188232,-0.0294478,-0.0177832,-0.0210851,0.00542155,0.00281448,0.00827634,0.00335397,0.00885614,Known
1555,TGG_1331,sas,-0.0121049,-0.004473,-0.0340328,-0.0148124,-0.0145578,-0.00140583,-0.00726973,0.00758347,-0.00143234,-0.0172376,Known
1556,TGG_1332,sas,-0.012774,-0.00235472,-0.0306748,-0.0188307,-0.0223943,0.00446595,-0.000605157,0.00997014,0.0062268,0.0135628,Known
1557,TGG_1333,sas,-0.0135069,-0.0029272,-0.0298403,-0.0209262,-0.0205449,0.00611846,0.000381461,0.00601701,0.00856082,0.00851703,Known
1558,TGG_1334,sas,-0.012694,-0.00578339,-0.0330658,-0.0153886,-0.0120772,0.00132036,-0.0041152,0.00933207,0.000233975,-0.0111917,Known
1559,TGG_1335,sas,-0.0127344,-0.00360659,-0.0350446,-0.0175672,-0.0104602,-0.00324035,-0.00781751,0.00763227,-0.00260763,-0.0123514,Known
1560,TGG_1336,sas,-0.0123956,-0.00444327,-0.0342339,-0.0150151,-0.0113071,-0.00254799,-0.00901994,0.00476007,-0.00303339,-0.0122718,Known
1561,TGG_1339,sas,-0.0127553,-0.00256206,-0.0322893,-0.0212365,-0.025144,0.0074367,-0.000776515,0.00490246,0.00694202,0.0114578,Known
1562,TGG_1340,sas,-0.0128946,-0.00393376,-0.0289071,-0.0188938,-0.0222846,0.00722528,0.00084154,0.00631152,0.0087828,0.0104798,Known
1563,TGG_1341,sas,-0.0126579,-0.0044132,-0.0275981,-0.0171568,-0.0206683,0.00899437,0.000820513,0.0020486,0.00362528,0.00945896,Known
1564,TGG_1342,sas,-0.0121356,-0.00831665,-0.0326038,-0.0253686,-0.0323258,0.00756452,0.000979213,0.00846009,0.0090258,0.0104495,Known
1565,TGG_1344,sas,-0.0117867,-0.00771839,-0.0310917,-0.0232824,-0.0281691,0.00754185,-0.0015061,0.00929236,0.00366438,0.00854235,Known
1566,TGG_1345,sas,-0.012197,-0.00980299,-0.0357128,-0.0206023,-0.0189015,-0.00228062,-0.00557632,0.00912009,-0.00100005,-0.00816297,Known
1567,TGG_1346,sas,-0.0114857,-0.00991033,-0.037006,-0.0216951,-0.0195453,-0.00412046,-0.00648524,0.0123772,-0.0013127,-0.0123926,Known
1568,TGG_1347,sas,-0.0120141,-0.0107748,-0.0320596,-0.0259537,-0.0264195,0.00594173,-0.000832457,0.00775549,0.00490408,0.0088987,Known
1569,TGG_1349,sas,-0.0121415,-0.00842998,-0.0385413,-0.0201844,-0.0214951,-0.00600807,-0.0067021,0.00921539,-0.000856824,-0.00757334,Known
1570,TGG_1351,sas,-0.0122746,-0.00758559,-0.0340982,-0.0239908,-0.0286508,0.00271028,-0.0013631,0.00747056,0.00349989,0.0109785,Known
1571,TGG_1352,sas,-0.0123571,-0.0040282,-0.0343431,-0.0272725,-0.027996,0.00286955,-0.00129991,0.00868594,0.0029273,0.0125922,Known
1572,TGG_1353,sas,-0.0119529,-0.00513493,-0.0336626,-0.0245187,-0.0286383,0.00492653,-0.000349954,0.007494,0.0046478,0.00554359,Known
1573,TGG_1354,sas,-0.0120288,-0.00632869,-0.0362735,-0.0245518,-0.0310042,0.00178478,-0.00106306,0.00811227,0.00166476,0.00883651,Known
1574,TGG_1355,sas,-0.0116533,-0.00655948,-0.0356249,-0.0257171,-0.0287743,0.0016858,0.000159012,0.0083554,0.00321333,0.00969286,Known
1575,TGG_1356,nfe,-0.0135297,-0.0293116,0.0242441,-0.00330949,0.0166769,-0.0208996,0.0132813,-0.025139,0.0117084,0.013446,Known
1576,TGG_1357,nfe,-0.0124742,-0.0305938,0.00544932,0.00337115,0.0286791,0.0212426,-0.00325725,-0.0114231,-0.00405938,-0.00693799,Known
1577,TGG_1358,nfe,-0.0143845,-0.0289429,0.0373603,-0.0144458,0.012247,-0.0818217,0.00916838,-0.0367827,0.00530862,-0.042221,Known
1578,TGG_1359,nfe,-0.0129093,-0.0298932,0.00524763,0.00397977,0.0230157,0.0180088,0.000579954,-0.00539522,0.00471007,-0.00514375,Known
1579,TGG_1362,nfe,-0.0141324,-0.0291584,0.0333205,-0.00980195,0.0124405,-0.0645135,0.0077143,-0.0267823,0.00329078,-0.0207381,Known
1580,TGG_1363,nfe,-0.0124676,-0.0314263,0.00357711,0.00120137,0.0261252,0.0179548,0.00134368,-0.0083173,0.000814808,-0.00845896,Known
1581,TGG_1364,nfe,-0.0138036,-0.0301505,0.0379485,-0.00954029,0.0117217,-0.0795923,0.0092916,-0.0369656,0.00570857,-0.0414455,Known
1582,TGG_1365,nfe,-0.0124627,-0.0311297,0.00479545,0.00283931,0.0258437,0.0177841,0.000753447,-0.0090568,0.00154941,-0.00925909,Known
1583,TGG_1366,nfe,-0.0126562,-0.0303726,0.00715394,0.00270152,0.0232243,0.0191326,0.00189284,-0.00308283,0.00596049,0.000462908,Known
1584,TGG_1367,nfe,-0.0127348,-0.0317342,0.00674731,0.00238245,0.0304945,0.0209472,0.00198568,-0.00769025,0.000314487,-0.00840796,Known
1585,TGG_1369,nfe,-0.0123815,-0.0316674,0.00607668,0.00281726,0.0276192,0.0220402,0.000733135,-0.00698841,0.00392643,-0.00785799,Known
1586,TGG_1370,nfe,-0.0125251,-0.0309507,0.00612546,0.00315311,0.0304804,0.0186127,0.00136639,-0.00932082,0.00226244,-0.00988302,Known
1587,TGG_1371,nfe,-0.0130124,-0.0299368,0.00703294,0.00400589,0.0239569,0.0177536,0.00137959,0.0045476,0.00789743,-0.00299672,Known
1588,TGG_1373,nfe,-0.0125767,-0.0304307,0.00501913,0.00298344,0.028611,0.0184718,0.00155561,-0.00972854,0.0011594,-0.0121504,Known
1589,TGG_1377,nfe,-0.0134672,-0.0265222,0.0208015,-0.00865838,0.0135119,-0.026051,0.0107336,-0.0257478,0.00903447,0.00442051,Known
1590,TGG_1378,nfe,-0.0138055,-0.0278618,0.0252963,-0.0106022,0.0079071,0.0187808,-0.00409122,0.0294196,-0.000221681,0.0241996,Known
1591,TGG_1380,nfe,-0.0139245,-0.0267848,0.0294372,-0.0129936,0.00225432,0.0153763,-0.00436378,0.0301672,-0.0019258,0.026588,Known
1592,TGG_1381,nfe,-0.012564,-0.0302529,0.0053115,0.00284495,0.0283411,0.0190523,-0.000799486,-0.01291,0.00051193,-0.00951896,Known
1593,TGG_1382,nfe,-0.0128369,-0.0306042,0.00577032,0.00380884,0.0289498,0.0201029,-0.000431431,-0.0123994,0.00133125,-0.0127287,Known
1594,TGG_1383,nfe,-0.0128171,-0.0322016,0.00661078,0.00207573,0.0298614,0.0207019,-0.0031333,-0.00898721,0.00010511,-0.00440597,Known
1595,TGG_1384,nfe,-0.0126249,-0.0295917,0.00493568,0.00411985,0.0248896,0.0178828,0.000141802,-0.00416825,-0.000476828,-0.00935553,Known
1596,TGG_1385,nfe,-0.0127574,-0.0297742,0.00425052,-6.89292e-05,0.0278719,0.0205226,0.00256781,-0.00873567,-6.0004e-05,-0.00570541,Known
1597,TGG_1386,nfe,-0.0128008,-0.0304713,0.00378032,0.00474373,0.0245642,0.0185834,0.000273316,-0.00627945,0.00449285,-0.00965993,Known
1598,TGG_1389,nfe,-0.0136162,-0.0301058,0.0334781,-0.00892929,0.0140987,-0.063834,0.00997223,-0.0282047,0.00256304,-0.0263792,Known
1599,TGG_1391,nfe,-0.0144555,-0.0274901,0.0371394,-0.0117011,0.00494843,-0.0525764,0.00850377,-0.0228313,0.00979025,-0.0040478,Known
1600,TGG_1392,nfe,-0.0125936,-0.0308212,0.00602337,0.00347422,0.0278896,0.0202091,0.00170661,-0.00844751,0.0020467,-0.00801807,Known
1601,TGG_1395,nfe,-0.0126597,-0.0312693,0.00609144,0.00382334,0.02943,0.0198955,0.00184387,-0.00966609,0.00137055,-0.0138046,Known
1602,TGG_1396,nfe,-0.0125353,-0.030437,0.00579363,0.00238202,0.0294836,0.0203474,0.00215379,-0.0125709,-0.00164308,-0.00931137,Known
1603,TGG_1398,nfe,-0.0123169,-0.0319332,0.00862402,0.00275022,0.0259962,0.0219468,0.00218763,-0.00347991,0.00430191,-6.2821e-05,Known
1604,TGG_1399,nfe,-0.0122959,-0.0307607,0.00608028,0.00299387,0.0231437,0.0206696,0.00119306,-0.00579008,0.00610593,-0.00601045,Known
1605,TGG_1401,nfe,-0.0126879,-0.0300897,0.00656208,0.00353393,0.0249966,0.0193177,-0.000192746,-0.00105509,0.00788445,-0.00585619,Known
1606,TGG_1404,nfe,-0.0140181,-0.0268381,0.0302823,-0.0120453,0.00555412,0.0189875,-0.00775021,0.0339117,-0.000486192,0.0297309,Known
1607,TGG_1405,nfe,-0.0129376,-0.0297193,0.0226981,-0.00636995,0.0128058,-0.0215907,0.0125265,-0.0317592,0.0118195,0.00179318,Known
1608,TGG_1406,nfe,-0.012838,-0.0276017,0.0190552,-0.00499714,0.0147217,-0.0189167,0.0125383,-0.02061,0.0119103,0.00548248,Known
1609,TGG_1407,nfe,-0.0130589,-0.0310858,0.0203607,-0.00513469,0.0163287,-0.0181701,0.0115262,-0.0238998,0.0129231,0.00991514,Known
1610,TGG_1408,nfe,-0.0136827,-0.0271038,0.0243495,-0.00824534,0.00849668,0.0176565,-0.00390027,0.0298887,6.11923e-05,0.0307589,Known
1611,TGG_1409,nfe,-0.0137871,-0.0274492,0.0250387,-0.00718208,0.00978002,0.0195822,-0.00606036,0.0287387,-0.000431137,0.0258333,Known
1612,TGG_1413,nfe,-0.0135928,-0.028362,0.0226353,-0.00776227,0.0100762,0.018777,-0.00343011,0.0259156,0.00205153,0.0274809,Known
1613,TGG_1414,nfe,-0.0127366,-0.0302962,0.00750017,0.00285599,0.0255235,0.0204358,-0.000109963,-0.00182873,0.00717996,-0.00523212,Known
1614,TGG_1415,nfe,-0.0129318,-0.0304676,0.00797985,0.00160695,0.0261254,0.020904,-0.000369919,-0.00156565,0.00593287,-0.00199977,Known
1615,TGG_1416,nfe,-0.0127341,-0.03055,0.00657855,0.00322739,0.0232799,0.0181043,-0.000630736,-0.00315394,0.00418199,-0.00262103,Known
1616,TGG_1420,nfe,-0.0122964,-0.0319834,0.00749262,0.00220813,0.0268831,0.0194151,-0.000803128,0.00102997,0.00428982,-0.00371058,Known
1617,TGG_1423,nfe,-0.0125703,-0.0310576,0.00647195,0.00493194,0.0277552,0.0178693,0.000170572,-0.00864735,0.000842803,-0.00991093,Known
1618,TGG_1424,nfe,-0.013097,-0.02975,0.00995821,0.00245942,0.0242223,0.017168,0.00190954,-0.00136192,0.00571617,0.00339414,Known
1619,TGG_1425,nfe,-0.0136274,-0.0270281,0.0222245,-0.00604228,0.0113693,0.019468,-0.0014909,0.0232102,-0.00157349,0.0225332,Known
1620,TGG_1426,nfe,-0.0136361,-0.0270322,0.0231386,-0.00724961,0.0101872,0.0181415,-0.00591993,0.0285052,-0.00163269,0.0264596,Known
1621,TGG_1427,nfe,-0.0134546,-0.0285203,0.0241048,-0.00340888,0.0127636,0.0148139,-0.00122591,0.0277075,0.00116159,0.0226572,Known
1622,TGG_1429,nfe,-0.0127288,-0.0302016,0.00400421,0.00222788,0.026457,0.0191211,-0.000829906,-0.00892409,-0.00181338,-0.0142353,Known
1623,TGG_1434,nfe,-0.0134106,-0.029217,0.0230507,-0.00358897,0.0146978,-0.0240344,0.0113317,-0.0260137,0.0100701,0.0100184,Known
1624,TGG_1435,nfe,-0.0131769,-0.0295754,0.0208334,-0.00630196,0.0132666,-0.018435,0.00831537,-0.022553,0.0109875,0.00750796,Known
1625,TGG_1438,nfe,-0.0123929,-0.0296324,0.0047392,0.00312972,0.0302725,0.0181291,-0.00154036,-0.00719786,0.000777207,-0.0101828,Known
1626,TGG_1439,afr,0.0381295,0.00797092,0.0372044,-0.0177307,-0.0253165,-0.101701,-0.0173779,-0.0342167,0.0415519,-0.0467386,Known
1627,TGG_1440,afr,0.0373181,0.00514178,0.028562,-0.0114585,-0.0144612,-0.0928657,-0.00565103,-0.0138103,0.0111757,-0.0410275,Known
1628,TGG_1441,afr,0.037716,0.00498628,0.014493,-0.00775063,-0.00942073,-0.0403464,-0.0096488,-0.0208377,0.0428237,0.0283645,Known
1629,TGG_1442,afr,0.039891,0.00394616,-0.00183702,0.00216441,0.00564007,0.00241237,-0.0334237,-3.45417e-05,0.0309453,-0.0214146,Known
1630,TGG_1443,afr,0.0393807,0.00452458,-4.50654e-05,0.0041772,0.00819575,0.00377304,-0.0364564,0.00240136,0.032395,-0.00954265,Known
1631,TGG_1444,afr,0.0389867,0.00431372,-0.00237672,0.00159264,0.00598994,0.000992214,-0.0347732,-0.00333811,0.0128296,-0.0231099,Known
1632,TGG_1445,afr,0.0370485,0.00820514,0.0396485,-0.0191319,-0.021685,-0.127812,-0.00929396,-0.0434962,0.0319693,-0.0672404,Known
1633,TGG_1449,afr,0.0369359,0.00850413,0.0244096,-0.0154368,-0.0239303,0.00157077,-0.0418452,0.0521091,0.0177816,0.0369627,Known
1634,TGG_1451,eas,-0.0156747,0.0318035,-0.0157407,0.0174247,0.0371799,0.000853169,-0.00194142,0.0011518,-0.000515404,-0.00362626,Known
1635,TGG_1452,eas,-0.0176915,0.0367972,0.00412029,0.00245892,0.0186757,-0.00287303,-0.00696354,0.0385722,-0.00333291,0.0254137,Known
1636,TGG_1453,eas,-0.0165505,0.0321947,-0.0183071,0.0136544,0.0389002,-0.002542,-0.00190062,0.00514682,-0.00455866,-0.00386178,Known
1637,TGG_1455,eas,-0.0171802,0.0374227,0.00416486,0.00330102,0.0208143,-0.00587932,-0.00618464,0.037639,-0.00307369,0.0251091,Known
1638,TGG_1457,eas,-0.0179911,0.0389792,0.0166664,-0.00429551,0.0111496,-0.020262,-0.00881083,0.0424901,-0.0117489,0.00971106,Known
1639,TGG_1458,eas,-0.0178942,0.0390678,0.0123933,-0.006647,0.0171556,-0.00592663,-0.0063614,0.0331841,-0.00313082,0.0149212,Known
1640,TGG_1460,eas,-0.0182678,0.0395707,0.0174548,-0.00702666,0.00836791,-0.0102202,-0.00543505,0.0351954,-0.00706593,0.0140126,Known
1641,TGG_1462,eas,-0.0175244,0.0361989,0.016141,-0.0027071,0.0193194,-0.0448643,-0.00646305,0.0342081,-0.0142968,-0.0167259,Known
1642,TGG_1463,eas,-0.0178462,0.0379683,0.0141215,-0.00155003,0.016171,-0.00958469,-0.0101931,0.0463067,-0.00596154,0.0318457,Known
1643,TGG_1464,eas,-0.0178577,0.0393838,0.0157373,-0.00828937,0.0180777,-0.0388779,-0.0067631,0.0309483,-0.013864,-0.0239543,Known
1644,TGG_1465,eas,-0.0182839,0.038958,0.0180817,-0.00575117,0.0153021,-0.0452284,-0.00847419,0.0404531,-0.0164612,-0.0227459,Known
1645,TGG_1466,eas,-0.017621,0.035519,0.0190641,-0.00303186,0.0161249,-0.106163,0.00692408,-0.0212018,0.00019309,-0.0337043,Known
1646,TGG_1467,eas,-0.0177766,0.0383742,0.0159856,-0.0065886,0.00974317,-0.0179865,-0.00813483,0.0407863,-0.0109885,0.00270631,Known
1647,TGG_1468,eas,-0.017592,0.0366645,0.0106132,-0.00160493,0.0108915,-0.0112265,-0.00872301,0.0465353,-0.00454865,0.0298902,Known
1648,TGG_1469,eas,-0.0180879,0.0365791,0.0115197,-0.00356334,0.0173881,-0.0476498,-0.00784315,0.0415191,-0.0173263,-0.0133257,Known
1649,TGG_1470,eas,-0.0181689,0.0379381,0.014394,-0.00521819,0.01188,-0.00841822,-0.00789119,0.0463704,-0.00775761,0.0275061,Known
1650,TGG_1471,eas,-0.0175123,0.0369942,0.0132882,0.00127594,0.0249891,-0.0774981,0.00707911,-0.0240209,-7.62454e-06,-0.0279243,Known
1651,TGG_1472,eas,-0.018068,0.037762,0.0179255,-0.00467814,0.00976782,-0.0226221,-0.00935839,0.0507969,-0.0133361,0.0106451,Known
1652,TGG_1474,eas,-0.0182038,0.038652,0.0155852,-0.0049547,0.0139553,-0.0165151,-0.00818436,0.0490226,-0.0117933,0.0220178,Known
1653,TGG_1476,eas,-0.0179134,0.0389781,0.0176092,-0.00516307,0.00973958,-0.0221984,-0.00829115,0.0428305,-0.0121063,0.0095897,Known
1654,TGG_1477,eas,-0.0178811,0.0365495,0.0192561,-0.000292337,0.0225146,-0.110389,0.00908591,-0.0215467,-0.000634219,-0.0354561,Known
1655,TGG_1478,eas,-0.0180966,0.0398409,0.0182725,-0.00479221,0.0133638,-0.0132058,-0.0073052,0.0387753,-0.00875161,0.00990869,Known
1656,TGG_1479,eas,-0.0182217,0.0413489,0.0249184,-0.00888951,0.000793752,-0.0185656,-0.0090237,0.0345876,-0.012109,-0.00816066,Known
1657,TGG_1480,eas,-0.0185912,0.0418157,0.0259467,-0.00754992,0.00253504,-0.0258372,-0.00933507,0.0428736,-0.0122773,-0.000385146,Known
